Gene	Transcript	Num_HC_uORFs	Num_HC_oORFs	Possible_uAUG_creating_SNVs	Possible_stop_removing_SNVs	HC_uAUG_creating_SNVs	HC_stop_removing_SNVs	LOEUF	ClinGen_haplo_score	ClinVar_HC_pathogenic_LoFs	Gene_class	Gene_likelihood
FXYD2	ENST00000292079	0	0	8	0	6	0	1.1990e+00	NA	0	6	Moderate
C17orf77	ENST00000392620	3	2	53	23	0	0	NA	NA	0	2	Low
ZNF667	ENST00000504904	7	0	88	66	5	5	8.5000e-01	NA	0	6	Moderate
PTGES3L-AARSD1	ENST00000421990	2	1	51	24	16	8	8.7700e-01	NA	0	3	Low
ZCCHC12	ENST00000310164	0	0	73	0	5	0	1.1110e+00	NA	0	6	Moderate
TFEC	ENST00000265440	3	0	20	13	3	5	1.1350e+00	NA	0	6	Moderate
ATP7B	ENST00000242839	0	0	12	5	4	0	1.1880e+00	30	26	8	High
C2orf78	ENST00000409561	0	0	17	0	2	0	8.3200e-01	NA	0	6	Moderate
POLD2	ENST00000406581	4	1	83	32	16	16	6.9200e-01	NA	0	3	Low
C1orf145	ENST00000295012	0	0	0	0	0	0	1.8470e+00	NA	0	0	Unknown
ACOT2	ENST00000238651	0	0	24	0	5	0	1.3270e+00	NA	0	6	Moderate
HIST1H4I	ENST00000354348	0	0	1	0	0	0	1.9290e+00	NA	0	2	Low
PPARGC1A	ENST00000264867	0	0	24	8	8	8	2.6700e-01	NA	0	7	High
ETFA	ENST00000557943	0	0	14	0	5	0	6.8000e-01	NA	0	8	High
ZNF146	ENST00000456324	11	0	205	116	11	8	3.4900e-01	NA	0	7	High
POLRMT	ENST00000588649	0	1	6	0	5	0	9.4300e-01	NA	0	3	Low
MIA2	ENST00000280082	0	0	24	0	3	0	6.6200e-01	NA	0	6	Moderate
KLHL6	ENST00000341319	0	0	3	0	2	0	8.0500e-01	NA	0	6	Moderate
ZNF487	ENST00000437590	1	2	14	5	6	0	1.8010e+00	NA	0	3	Low
NENF	ENST00000366988	0	0	6	0	6	0	1.4460e+00	NA	0	6	Moderate
HOXB5	ENST00000239151	1	0	47	8	11	0	5.7800e-01	NA	0	6	Moderate
ARGFX	ENST00000334384	0	0	0	0	0	0	1.8510e+00	NA	0	1	Unknown
PRSS22	ENST00000161006	0	0	6	0	4	0	9.4000e-01	NA	0	6	Moderate
CASC4	ENST00000299957	0	0	37	0	11	0	7.4200e-01	NA	0	6	Moderate
GTSF1	ENST00000552397	6	1	143	63	10	0	7.7800e-01	NA	0	3	Low
CUL4B	ENST00000404115	1	0	56	10	3	0	8.5000e-02	3	0	8	High
CENPJ	ENST00000381884	0	0	31	0	7	0	9.7200e-01	30	0	8	High
PITX1	ENST00000265340	1	0	31	8	7	8	4.1800e-01	NA	0	8	High
AKIRIN1	ENST00000432648	0	0	18	0	7	0	4.9600e-01	NA	0	6	Moderate
CELSR3	ENST00000164024	1	1	24	8	18	8	2.4500e-01	NA	0	3	Low
LCN15	ENST00000316144	0	0	4	0	4	0	1.1290e+00	NA	0	6	Moderate
DNAJC9	ENST00000372950	11	0	240	151	9	0	8.6700e-01	NA	0	6	Moderate
ZNF568	ENST00000333987	3	0	79	26	3	0	9.5200e-01	NA	0	6	Moderate
ITSN1	ENST00000381318	2	0	35	13	2	0	2.2100e-01	NA	0	7	High
EHBP1L1	ENST00000309295	1	0	15	8	11	8	6.5900e-01	NA	0	6	Moderate
DCTN1	ENST00000361874	1	0	40	16	0	0	3.6400e-01	NA	0	2	Low
LIN28B	ENST00000345080	1	1	33	8	11	0	5.7400e-01	NA	0	3	Low
TNKS2	ENST00000371627	1	0	37	8	18	0	4.8100e-01	NA	0	6	Moderate
TMEM241	ENST00000383233	0	0	9	0	6	0	9.5200e-01	NA	0	6	Moderate
C1QBP	ENST00000225698	0	0	9	0	2	0	1.4670e+00	NA	0	6	Moderate
CADPS2	ENST00000449022	0	0	1	0	1	0	3.4400e-01	0	0	7	High
SRMS	ENST00000217188	0	1	2	0	2	0	1.5220e+00	NA	0	3	Low
GJA9	ENST00000357771	6	0	43	39	0	5	1.5610e+00	NA	0	6	Moderate
TRIM45	ENST00000256649	2	0	73	13	7	0	1.0800e+00	NA	0	6	Moderate
OSER1	ENST00000372970	3	0	24	21	1	13	9.4800e-01	NA	0	6	Moderate
TCP1	ENST00000321394	1	0	28	5	11	5	2.5500e-01	NA	0	7	High
TMED7	ENST00000456936	0	0	43	0	3	0	6.1900e-01	NA	0	6	Moderate
CMA1	ENST00000250378	0	0	2	0	1	0	1.8760e+00	NA	0	5	Low
CENPL	ENST00000356198	2	0	35	13	2	5	6.2800e-01	NA	0	6	Moderate
PTCRA	ENST00000304672	0	0	10	0	8	0	1.0750e+00	NA	0	6	Moderate
FST	ENST00000256759	1	0	33	8	6	0	2.9000e-01	NA	0	7	High
VWCE	ENST00000335613	0	0	33	0	19	0	7.9600e-01	NA	0	6	Moderate
PAWR	ENST00000328827	0	0	33	0	5	0	7.0400e-01	NA	0	6	Moderate
TBC1D3B	ENST00000454519	1	0	9	0	1	0	1.4570e+00	NA	0	6	Moderate
ABCC12	ENST00000311303	2	0	51	16	5	0	1.2740e+00	NA	0	6	Moderate
SYCE3	ENST00000406915	0	0	4	0	4	0	1.0220e+00	NA	0	6	Moderate
LDLR	ENST00000558518	1	0	27	13	8	0	1.1280e+00	3	277	8	High
ASTN2	ENST00000361209	0	0	2	0	1	0	2.4600e-01	NA	0	7	High
TAB2	ENST00000367456	7	0	88	84	7	8	9.8000e-02	2	0	7	High
GPATCH8	ENST00000591680	0	0	5	0	4	0	1.7000e-01	NA	0	7	High
TANC2	ENST00000424789	0	0	0	0	0	0	1.5800e-01	NA	0	1	Unknown
KIF4A	ENST00000374403	0	0	14	0	2	0	2.0000e-01	NA	0	7	High
FAM161A	ENST00000404929	0	0	0	0	0	0	1.0140e+00	30	3	1	Unknown
PGM1	ENST00000371083	1	0	60	10	6	0	1.3190e+00	30	0	6	Moderate
CPD	ENST00000225719	0	0	4	0	3	0	4.3300e-01	NA	0	6	Moderate
SNCAIP	ENST00000261368	0	1	23	0	5	0	5.5200e-01	NA	0	3	Low
AL590714.1	ENST00000594609	0	0	0	0	0	0	1.8750e+00	NA	0	0	Unknown
DCT	ENST00000446125	2	0	80	26	6	0	1.1740e+00	NA	0	6	Moderate
HLA-DOA	ENST00000229829	0	0	10	0	2	0	1.8500e+00	NA	0	5	Low
OR11L1	ENST00000355784	0	1	7	0	3	0	1.0820e+00	NA	0	3	Low
UPK1B	ENST00000264234	0	0	21	0	12	0	1.3560e+00	NA	0	6	Moderate
DNAJB4	ENST00000370763	1	0	50	8	3	0	8.2900e-01	NA	0	6	Moderate
UGT1A8	ENST00000609767	0	0	0	0	0	0	1.3310e+00	NA	0	0	Unknown
HIST1H4L	ENST00000355981	0	0	0	0	0	0	1.9540e+00	NA	0	1	Unknown
PECR	ENST00000265322	0	0	8	0	5	0	1.2880e+00	NA	0	6	Moderate
WFIKKN1	ENST00000319070	0	0	43	0	24	0	1.1380e+00	NA	0	6	Moderate
HSPA2	ENST00000247207	0	0	47	0	0	0	6.7100e-01	NA	0	2	Low
SERP1	ENST00000479209	5	0	143	63	11	0	1.2860e+00	NA	0	6	Moderate
SYDE2	ENST00000341460	0	0	9	0	1	0	9.9700e-01	NA	0	6	Moderate
CNTNAP3B	ENST00000377564	0	0	30	0	6	0	1.6660e+00	NA	0	5	Low
C15orf60	ENST00000331090	0	0	6	0	5	0	1.1090e+00	NA	0	6	Moderate
TACR2	ENST00000373306	1	0	87	32	7	8	1.1570e+00	NA	0	6	Moderate
SVOPL	ENST00000419765	0	0	4	0	3	0	9.8200e-01	NA	0	6	Moderate
NUP85	ENST00000245544	0	0	8	0	5	0	1.4500e-01	NA	0	7	High
EDDM3B	ENST00000326783	0	0	11	0	2	0	NA	NA	0	6	Moderate
PIGG	ENST00000453061	0	0	12	0	3	0	9.8800e-01	NA	0	8	High
LGR5	ENST00000266674	1	0	30	8	4	8	7.2400e-01	NA	0	6	Moderate
RAB5A	ENST00000273047	0	0	80	0	20	0	5.3600e-01	NA	0	6	Moderate
LRRC16B	ENST00000342740	0	1	9	0	1	0	4.6600e-01	NA	0	3	Low
DCAF11	ENST00000446197	3	0	93	26	4	8	4.9800e-01	NA	0	6	Moderate
USP9Y	ENST00000338981	8	0	0	0	0	0	5.8900e-01	NA	0	1	Unknown
PLEKHM3	ENST00000427836	2	0	71	48	2	0	5.6600e-01	NA	0	6	Moderate
LRP1B	ENST00000389484	1	0	150	36	3	0	3.1700e-01	NA	0	4	Low
AP000350.10	ENST00000433835	0	0	0	0	0	0	1.6890e+00	NA	0	0	Unknown
XAF1	ENST00000361842	2	0	33	13	14	0	1.7020e+00	NA	0	5	Low
TMEM244	ENST00000438392	2	1	25	10	2	0	1.2180e+00	NA	0	3	Low
ENKUR	ENST00000331161	1	0	41	8	12	8	1.2000e+00	NA	0	6	Moderate
ANKDD1A	ENST00000380230	0	0	2	0	2	0	1.2850e+00	NA	0	6	Moderate
ABCG8	ENST00000272286	0	0	12	0	6	0	1.3650e+00	30	0	6	Moderate
AL365202.1	ENST00000366116	0	0	0	0	0	0	1.8710e+00	NA	0	0	Unknown
DAND5	ENST00000317060	1	0	12	0	3	0	1.7870e+00	NA	0	5	Low
CASC10	ENST00000377113	2	0	51	13	8	5	1.9050e+00	NA	0	5	Low
SPAG6	ENST00000376624	0	0	12	0	9	0	1.2230e+00	NA	0	6	Moderate
ZBED6CL	ENST00000343855	0	0	75	5	7	0	1.8800e+00	NA	0	5	Low
ZDHHC22	ENST00000319374	1	0	15	5	6	5	1.0490e+00	NA	0	6	Moderate
CCDC60	ENST00000327554	2	0	66	16	3	0	9.4400e-01	NA	0	6	Moderate
THOC7	ENST00000295899	0	1	8	0	3	0	8.2100e-01	NA	0	3	Low
TCTA	ENST00000273590	0	0	29	0	7	0	1.7770e+00	NA	0	5	Low
OR8K3	ENST00000312711	0	0	0	0	0	0	1.8930e+00	NA	0	0	Unknown
GGTLC2	ENST00000480559	0	0	0	0	0	0	1.7450e+00	NA	0	0	Unknown
B2M	ENST00000558401	0	0	11	0	6	0	7.0900e-01	NA	0	6	Moderate
LPPR4	ENST00000370185	2	0	69	13	22	0	3.6900e-01	NA	0	7	High
C6orf141	ENST00000529246	1	0	59	16	8	0	NA	NA	0	6	Moderate
SQLE	ENST00000265896	1	0	114	13	11	0	3.1400e-01	NA	0	7	High
SEPHS1	ENST00000327347	0	0	38	0	9	0	2.9800e-01	NA	0	7	High
GLIPR2	ENST00000377960	0	0	1	0	1	0	1.5930e+00	NA	0	5	Low
PLRG1	ENST00000499023	0	0	19	0	6	0	2.3100e-01	NA	0	4	Low
SPG7	ENST00000268704	0	0	1	0	0	0	1.6510e+00	30	10	2	Low
AC008132.13	ENST00000342005	0	0	0	0	0	0	NA	NA	0	1	Unknown
ZNF614	ENST00000270649	2	1	77	26	13	0	1.0070e+00	NA	0	3	Low
ZMYM6NB	ENST00000373337	0	0	2	0	2	0	1.4530e+00	NA	0	6	Moderate
PARD6G	ENST00000353265	0	0	12	0	5	0	8.7600e-01	NA	0	6	Moderate
INPP5B	ENST00000373024	0	0	12	0	7	0	8.3400e-01	NA	0	6	Moderate
GRPEL2	ENST00000329271	0	0	14	0	7	0	1.1280e+00	NA	0	6	Moderate
PPID	ENST00000307720	0	0	11	0	3	0	1.1690e+00	NA	0	6	Moderate
TRIM56	ENST00000306085	0	0	47	8	15	0	8.9600e-01	NA	0	6	Moderate
UBE2J1	ENST00000435041	0	0	25	0	14	0	4.9500e-01	NA	0	6	Moderate
IL20RA	ENST00000316649	1	0	24	8	0	8	6.4200e-01	NA	0	6	Moderate
ERMARD	ENST00000366773	0	0	2	0	0	0	1.0230e+00	1	0	2	Low
UTS2R	ENST00000313135	0	0	5	0	3	0	1.9250e+00	NA	0	5	Low
SAFB2	ENST00000252542	0	0	35	7	8	0	2.2800e-01	NA	0	7	High
DNAJC25	ENST00000313525	0	0	8	0	6	0	1.0700e+00	NA	0	4	Low
KLRG1	ENST00000356986	0	0	14	8	1	0	1.1830e+00	NA	0	6	Moderate
RP11-211G3.3	ENST00000449623	0	0	33	0	15	0	1.6400e+00	NA	0	5	Low
E2F4	ENST00000379378	0	0	7	0	5	0	4.9000e-01	NA	0	6	Moderate
CLEC4M	ENST00000327325	0	0	18	0	9	0	1.1230e+00	NA	0	6	Moderate
TAC1	ENST00000319273	2	0	35	18	10	5	5.3500e-01	NA	0	6	Moderate
NPIPB7	ENST00000452313	0	0	10	0	6	0	1.9270e+00	NA	0	5	Low
GYPA	ENST00000360771	0	0	16	0	1	0	1.1600e+00	NA	0	6	Moderate
TRAIP	ENST00000331456	0	0	15	0	2	0	7.0500e-01	NA	0	8	High
KIAA0232	ENST00000307659	5	0	53	53	2	13	1.9500e-01	NA	0	7	High
ERCC8	ENST00000265038	0	1	6	0	4	0	1.3550e+00	30	0	3	Low
GPX4	ENST00000354171	0	0	16	0	14	0	1.2780e+00	30	0	6	Moderate
KIAA0368	ENST00000259335	0	0	0	0	0	0	1.9800e-01	NA	0	0	Unknown
MSS51	ENST00000299432	0	0	14	0	6	0	1.3800e+00	NA	0	6	Moderate
GPR157	ENST00000377411	0	0	11	0	5	0	1.1860e+00	NA	0	6	Moderate
OR52A1	ENST00000380367	5	0	62	42	2	8	1.5750e+00	NA	0	6	Moderate
FAM199X	ENST00000493442	0	0	14	0	9	0	5.6400e-01	NA	0	6	Moderate
CTAGE4	ENST00000486333	0	0	0	0	0	0	NA	NA	0	1	Unknown
ALG9	ENST00000531154	5	0	73	40	14	8	6.5300e-01	NA	0	8	High
BTBD10	ENST00000278174	1	0	37	16	11	16	6.1200e-01	NA	0	6	Moderate
SDK2	ENST00000392650	0	0	0	0	0	0	3.5100e-01	NA	0	1	Unknown
BAIAP3	ENST00000324385	0	1	18	0	6	0	1.0350e+00	NA	0	3	Low
RABGGTB	ENST00000319942	0	0	7	0	2	0	6.7500e-01	NA	0	6	Moderate
ANKRD40	ENST00000285243	1	0	19	8	15	8	5.6100e-01	NA	0	6	Moderate
C18orf64	ENST00000584361	0	1	11	0	2	0	9.1500e-01	NA	0	3	Low
KRT74	ENST00000305620	0	0	3	0	3	0	1.5830e+00	NA	0	5	Low
CALCOCO2	ENST00000448105	0	0	9	0	4	0	6.5000e-01	NA	0	6	Moderate
SNCA	ENST00000394986	0	0	44	0	2	0	4.2900e-01	NA	0	6	Moderate
SPATS2L	ENST00000358677	1	0	19	8	2	0	4.3400e-01	NA	0	6	Moderate
C2orf53	ENST00000335524	3	0	79	29	20	0	1.7900e+00	NA	0	5	Low
ESRRB	ENST00000380887	0	0	11	0	4	0	5.1900e-01	NA	0	6	Moderate
SLC48A1	ENST00000442218	0	0	5	0	2	0	6.8300e-01	NA	0	6	Moderate
ARHGAP26	ENST00000274498	0	0	26	0	9	0	2.7600e-01	NA	0	7	High
TDRD9	ENST00000409874	1	0	4	8	3	8	6.4900e-01	NA	0	6	Moderate
PRCD	ENST00000586148	0	1	7	0	4	0	1.5830e+00	30	0	3	Low
CDK16	ENST00000276052	0	0	15	0	10	0	2.5800e-01	NA	0	7	High
KLRC4	ENST00000309384	1	0	21	16	1	8	1.4550e+00	NA	0	6	Moderate
HRAS	ENST00000451590	0	0	14	0	4	0	9.2600e-01	0	0	6	Moderate
JAGN1	ENST00000307768	0	0	18	0	13	0	1.3500e+00	NA	0	8	High
BSDC1	ENST00000446293	0	1	1	0	0	0	5.8400e-01	NA	0	2	Low
RNF43	ENST00000584437	18	0	313	177	3	16	3.7400e-01	NA	0	6	Moderate
NDUFAF1	ENST00000260361	1	0	58	8	5	0	9.0500e-01	30	0	6	Moderate
PHF12	ENST00000332830	1	0	53	21	17	0	1.3500e-01	NA	0	7	High
KRTAP4-8	ENST00000333822	0	0	5	0	2	0	1.3970e+00	NA	0	6	Moderate
OR1L3	ENST00000304820	1	0	17	21	0	8	1.9050e+00	NA	0	5	Low
FOLR2	ENST00000298223	0	0	15	0	2	0	1.4240e+00	NA	0	6	Moderate
PLAC8L1	ENST00000311450	0	0	10	0	7	0	1.3070e+00	NA	0	6	Moderate
LYZL6	ENST00000585556	1	0	51	21	5	0	1.5800e+00	NA	0	5	Low
WSB1	ENST00000262394	0	0	35	0	11	0	4.6200e-01	NA	0	6	Moderate
PROS1	ENST00000394236	2	0	24	16	12	16	5.7200e-01	NA	0	4	Low
OSTN	ENST00000339051	0	0	0	0	0	0	1.7450e+00	NA	0	0	Unknown
SOCS4	ENST00000395472	2	0	47	10	2	0	1.0470e+00	NA	0	6	Moderate
PSMB8	ENST00000374882	0	0	4	0	2	0	7.8100e-01	NA	0	6	Moderate
SDR39U1	ENST00000399395	0	0	3	0	0	0	1.6160e+00	NA	0	2	Low
DDIT4L	ENST00000273990	0	0	29	0	11	0	1.8760e+00	NA	0	5	Low
MAS1	ENST00000252660	0	0	2	0	1	0	1.4680e+00	NA	0	6	Moderate
TBCCD1	ENST00000424280	2	1	42	21	4	0	6.3900e-01	NA	0	3	Low
CSHL1	ENST00000309894	0	0	0	0	0	0	1.9070e+00	NA	0	0	Unknown
ZBTB7C	ENST00000588982	2	0	79	31	5	0	6.1900e-01	NA	0	6	Moderate
AP2S1	ENST00000263270	0	0	26	0	12	0	5.0200e-01	NA	0	6	Moderate
VAT1	ENST00000355653	0	0	8	0	3	0	8.3700e-01	NA	0	6	Moderate
SHANK3	ENST00000262795	0	0	0	0	0	0	1.2300e-01	3	0	0	Unknown
TUFM	ENST00000313511	0	0	9	0	3	0	7.3900e-01	30	0	6	Moderate
THEG	ENST00000342640	0	0	6	0	5	0	1.3500e+00	NA	0	6	Moderate
KRT34	ENST00000394001	0	0	7	0	4	0	1.1020e+00	NA	0	6	Moderate
SGSM3	ENST00000248929	0	0	30	8	5	8	9.0200e-01	NA	0	6	Moderate
FOLR4	ENST00000440961	0	1	6	0	2	0	1.9360e+00	NA	0	3	Low
TOMM22	ENST00000216034	0	0	1	0	0	0	6.6000e-01	NA	0	2	Low
SOCS3	ENST00000330871	1	0	37	8	18	8	6.6000e-01	NA	0	6	Moderate
CPO	ENST00000272852	0	0	6	0	2	0	1.7800e+00	NA	0	5	Low
POP4	ENST00000585603	16	2	309	144	12	0	1.2090e+00	NA	0	3	Low
MALL	ENST00000272462	4	0	114	45	9	8	1.4060e+00	NA	0	6	Moderate
PARK2	ENST00000366898	0	1	12	0	6	0	8.6100e-01	NA	0	3	Low
OR1B1	ENST00000304833	0	0	5	0	3	0	1.8020e+00	NA	0	5	Low
GPR124	ENST00000412232	0	1	1	0	1	0	6.1200e-01	NA	0	3	Low
TMEM132A	ENST00000005286	1	0	11	8	7	8	8.0200e-01	NA	0	6	Moderate
LCE1E	ENST00000368770	0	0	10	0	3	0	1.6590e+00	NA	0	5	Low
RUVBL2	ENST00000595090	1	0	66	13	5	0	1.1100e-01	NA	0	7	High
CGRRF1	ENST00000216420	0	0	11	0	8	0	7.9400e-01	NA	0	6	Moderate
ACPL2	ENST00000286353	3	0	12	24	2	8	7.7300e-01	NA	0	6	Moderate
PIANP	ENST00000540656	1	0	24	5	3	5	5.7600e-01	NA	0	6	Moderate
AC019171.1	ENST00000601251	0	0	0	0	0	0	1.6220e+00	NA	0	0	Unknown
WNT10B	ENST00000301061	1	0	31	8	6	0	9.1600e-01	NA	0	8	High
FLJ00273	ENST00000595331	0	0	0	0	0	0	1.6550e+00	NA	0	0	Unknown
BAIAP2L2	ENST00000381669	0	0	13	0	3	0	1.0970e+00	NA	0	6	Moderate
ISCA1	ENST00000375991	1	0	0	0	0	0	9.9400e-01	NA	0	1	Unknown
RPAP1	ENST00000304330	1	0	13	5	9	5	7.6300e-01	NA	0	4	Low
NXPE2	ENST00000389586	1	0	33	23	4	0	1.2680e+00	NA	0	6	Moderate
RPL27	ENST00000589913	0	0	39	0	6	0	4.8000e-01	NA	0	6	Moderate
NLRP9	ENST00000332836	0	0	2	0	2	0	1.3090e+00	NA	0	6	Moderate
EPN1	ENST00000411543	1	0	80	24	8	8	3.8800e-01	NA	0	6	Moderate
SLC35A1	ENST00000369552	0	0	1	0	1	0	4.6100e-01	NA	0	8	High
GAL	ENST00000265643	1	0	18	8	8	8	1.7500e+00	NA	0	5	Low
SLC14A2	ENST00000255226	6	1	133	55	7	13	9.8000e-01	NA	0	3	Low
RDH11	ENST00000381346	0	0	16	0	9	0	1.3450e+00	NA	0	6	Moderate
LSMEM2	ENST00000316436	0	0	15	0	8	0	1.7670e+00	NA	0	5	Low
AUH	ENST00000375731	0	0	1	0	0	0	9.6400e-01	NA	0	2	Low
MBD2	ENST00000256429	1	1	26	5	14	5	5.2200e-01	NA	0	3	Low
ABHD14B	ENST00000483233	1	2	38	16	11	0	1.6950e+00	NA	0	3	Low
SPHAR	ENST00000366688	8	1	113	54	1	0	NA	NA	0	3	Low
PIGT	ENST00000279036	1	0	8	8	0	8	9.4800e-01	NA	0	6	Moderate
ALAS1	ENST00000394965	2	1	40	37	9	0	4.9000e-01	NA	0	3	Low
FOXO1	ENST00000379561	1	0	22	5	12	5	1.7300e-01	NA	0	7	High
PPP1R17	ENST00000342032	6	0	82	56	10	8	1.5600e+00	NA	0	6	Moderate
CRLF3	ENST00000324238	0	1	9	0	5	0	6.7300e-01	NA	0	3	Low
OR5W2	ENST00000344514	0	0	0	0	0	0	1.7340e+00	NA	0	0	Unknown
FLJ20306	ENST00000601673	0	1	64	0	27	0	1.9260e+00	NA	0	3	Low
FARS2	ENST00000324331	0	0	46	8	10	8	1.1520e+00	30	0	6	Moderate
CCDC28A	ENST00000332797	0	1	17	0	4	0	1.6470e+00	NA	0	3	Low
OR13F1	ENST00000334726	1	1	17	16	3	0	1.8330e+00	NA	0	3	Low
NPHP3	ENST00000337331	0	0	7	0	1	0	6.4900e-01	NA	0	8	High
PYURF	ENST00000273968	0	0	16	0	7	0	1.6900e+00	NA	0	5	Low
TSEN54	ENST00000333213	0	0	2	0	2	0	8.8200e-01	30	0	8	High
OR8B4	ENST00000356130	0	0	1	0	1	0	1.3240e+00	NA	0	6	Moderate
DEFB106B	ENST00000335479	0	0	1	0	0	0	1.9110e+00	NA	0	2	Low
STH	ENST00000537309	0	0	4	0	1	0	NA	NA	0	6	Moderate
ZC3H14	ENST00000251038	0	0	24	8	8	0	3.4200e-01	NA	0	7	High
HMGXB4	ENST00000216106	1	0	19	8	7	8	4.2400e-01	NA	0	6	Moderate
CBX2	ENST00000310942	0	0	9	0	4	0	1.9000e-01	NA	0	7	High
RBMXL1	ENST00000399794	2	0	33	16	6	0	9.2000e-01	NA	0	6	Moderate
CRTAP	ENST00000320954	0	0	1	0	1	0	8.5700e-01	30	0	6	Moderate
DDX50	ENST00000373585	0	0	15	0	8	0	6.0800e-01	NA	0	6	Moderate
TBPL2	ENST00000247219	0	0	7	0	2	0	1.3870e+00	NA	0	6	Moderate
STYXL1	ENST00000248600	0	0	44	0	11	0	1.4140e+00	NA	0	6	Moderate
EFCAB4A	ENST00000450448	2	0	52	13	4	0	1.7110e+00	NA	0	5	Low
BLVRB	ENST00000263368	0	0	14	0	7	0	1.7580e+00	NA	0	5	Low
CCZ1B	ENST00000316731	0	0	72	8	12	0	1.2930e+00	NA	0	6	Moderate
MMP24	ENST00000246186	0	0	5	0	2	0	4.1100e-01	NA	0	6	Moderate
GRID1	ENST00000327946	0	0	3	0	3	0	2.4400e-01	0	0	7	High
BANF1	ENST00000312175	1	0	66	5	4	0	8.7200e-01	NA	0	6	Moderate
HMBS	ENST00000278715	0	0	10	0	4	0	3.4300e-01	NA	0	7	High
FAM13A	ENST00000264344	4	0	24	26	1	13	8.2900e-01	NA	0	6	Moderate
SLC25A24	ENST00000565488	0	0	16	0	8	0	1.1260e+00	NA	0	6	Moderate
SLC25A15	ENST00000338625	2	0	27	10	9	5	1.3790e+00	NA	0	8	High
MRO	ENST00000436348	0	1	29	0	18	0	1.1600e+00	NA	0	3	Low
CCDC129	ENST00000451887	0	0	2	0	1	0	1.3930e+00	NA	0	6	Moderate
ACER3	ENST00000532485	0	0	5	0	4	0	3.8800e-01	NA	0	4	Low
FAM84B	ENST00000304916	1	0	48	16	9	8	1.4510e+00	NA	0	6	Moderate
TDP1	ENST00000335725	2	0	35	13	3	13	1.1070e+00	30	0	6	Moderate
C16orf78	ENST00000299191	0	0	14	0	4	0	1.1770e+00	NA	0	6	Moderate
C11orf57	ENST00000393047	4	1	82	29	7	8	6.1400e-01	NA	0	3	Low
URAD	ENST00000332715	0	0	4	0	4	0	1.8890e+00	NA	0	5	Low
RFK	ENST00000376736	0	0	27	0	16	0	9.9700e-01	NA	0	6	Moderate
ARHGAP8	ENST00000389773	0	0	0	0	0	0	1.7510e+00	NA	0	0	Unknown
ZFYVE9	ENST00000287727	1	0	30	5	3	5	3.2500e-01	NA	0	7	High
AL139147.1	ENST00000502413	4	0	23	37	3	13	NA	NA	0	6	Moderate
WIBG	ENST00000408946	0	0	14	0	10	0	9.9500e-01	NA	0	6	Moderate
GBA2	ENST00000378103	0	0	52	5	8	0	9.4000e-01	30	0	8	High
NDUFB3	ENST00000237889	2	0	43	16	6	0	1.9410e+00	30	0	5	Low
HSD17B13	ENST00000328546	0	0	9	0	7	0	1.1390e+00	NA	0	6	Moderate
KRTAP5-11	ENST00000398530	0	0	2	0	0	0	1.7490e+00	NA	0	2	Low
GRIN3A	ENST00000361820	3	0	70	24	21	0	3.8600e-01	NA	0	6	Moderate
FMNL1	ENST00000331495	1	0	24	8	12	8	2.3000e-01	NA	0	7	High
CHTOP	ENST00000368694	0	0	33	0	5	0	4.3300e-01	NA	0	6	Moderate
SEPT7	ENST00000399034	0	0	26	0	15	0	1.8800e-01	NA	0	7	High
GNLY	ENST00000263863	1	0	23	8	4	8	1.8570e+00	NA	0	5	Low
GRAMD1C	ENST00000358160	1	0	62	8	17	0	1.0760e+00	NA	0	6	Moderate
ZNF165	ENST00000377325	1	0	83	24	0	8	1.1540e+00	NA	0	6	Moderate
USP38	ENST00000307017	1	0	50	13	13	5	6.4400e-01	NA	0	6	Moderate
FAM83A	ENST00000518448	17	0	271	158	18	0	1.4080e+00	NA	0	6	Moderate
ARMCX3	ENST00000341189	3	0	154	26	5	0	8.4100e-01	NA	0	6	Moderate
ARHGDIB	ENST00000228945	0	0	17	0	1	0	1.2970e+00	NA	0	6	Moderate
AK1	ENST00000373176	0	1	12	0	6	0	9.3700e-01	NA	0	3	Low
ACSS3	ENST00000548058	3	0	124	32	10	0	9.5100e-01	NA	0	6	Moderate
KIAA1045	ENST00000242315	0	0	6	0	4	0	5.6100e-01	NA	0	6	Moderate
C4B	ENST00000435363	0	0	0	0	0	0	4.0600e-01	NA	0	1	Unknown
DNAJB13	ENST00000339764	7	0	102	68	5	0	7.8300e-01	NA	0	6	Moderate
MUC22	ENST00000561890	1	0	35	16	1	8	7.1100e-01	NA	0	6	Moderate
NEU2	ENST00000233840	0	0	0	0	0	0	1.9280e+00	NA	0	0	Unknown
TRIM77	ENST00000398290	0	0	0	0	0	0	1.3110e+00	NA	0	0	Unknown
HIST1H4B	ENST00000377364	0	0	0	0	0	0	1.9360e+00	NA	0	0	Unknown
FAM20B	ENST00000263733	4	0	31	18	7	5	9.1300e-01	NA	0	6	Moderate
HES2	ENST00000377834	0	0	5	0	2	0	1.7230e+00	NA	0	5	Low
FAM73B	ENST00000358369	2	1	34	16	16	16	6.6700e-01	NA	0	3	Low
NEDD8-MDP1	ENST00000534348	0	0	0	0	0	0	9.7300e-01	NA	0	1	Unknown
INTS7	ENST00000366994	1	0	11	8	1	0	5.5000e-01	NA	0	6	Moderate
AMPH	ENST00000356264	0	0	8	0	2	0	5.6900e-01	NA	0	6	Moderate
